pickup,destination,distance,time,passengers,payment_type,temperature,weather_condition,traffic_condition,fare_amount
Lalitpur,Butwal,6.9,21,2,cash,19,rainy,heavy,1623
Patan,Dharan,8.0,40,1,cash,17,clear,light,1256
Biratnagar,Bhaktapur,5.9,13,4,cash,16,rainy,light,1047
Dharan,Bhaktapur,9.4,20,2,credit card,21,clear,light,1489
Birgunj,Kathmandu,7.7,42,2,credit card,28,clear,moderate,1541
Birgunj,Dharan,8.9,31,2,cash,28,cloudy,heavy,1945
Biratnagar,Dharan,9.3,16,2,cash,19,cloudy,light,1140
Bhaktapur,Kathmandu,7.1,39,4,credit card,17,cloudy,moderate,1588
Pokhara,Butwal,7.1,33,3,credit card,24,cloudy,light,1407
Dharan,Biratnagar,7.1,51,3,cash,25,rainy,moderate,1552
Dharan,Lalitpur,9.7,18,2,credit card,25,rainy,moderate,1655
Butwal,Dharan,7.0,12,3,cash,16,clear,moderate,921
Lalitpur,Pokhara,2.8,57,4,cash,16,rainy,heavy,1684
Dharan,Patan,6.4,38,4,credit card,24,clear,light,1458
Biratnagar,Lalitpur,7.2,16,3,cash,26,rainy,light,1094
Patan,Birgunj,3.5,42,1,credit card,16,cloudy,heavy,1503
Kathmandu,Butwal,9.2,14,2,credit card,28,clear,light,1371
Biratnagar,Chitwan,7.4,41,4,credit card,21,cloudy,light,1643
Butwal,Lalitpur,9.3,30,4,credit card,23,rainy,heavy,2861
Bhaktapur,Chitwan,3.6,26,2,cash,21,rainy,moderate,743
Bhaktapur,Dharan,4.1,31,1,credit card,21,rainy,light,1002
Biratnagar,Chitwan,7.4,21,4,cash,27,cloudy,moderate,1179
Biratnagar,Patan,7.8,30,4,credit card,27,cloudy,moderate,1531
Lalitpur,Bhaktapur,3.1,34,3,cash,22,cloudy,light,796
Chitwan,Butwal,8.6,13,1,credit card,26,rainy,heavy,2040
Birgunj,Pokhara,7.2,45,3,cash,23,clear,light,1324
Lalitpur,Bhaktapur,7.7,41,2,cash,20,clear,heavy,1909
Bhaktapur,Dharan,3.3,59,1,credit card,19,rainy,moderate,1277
Biratnagar,Patan,4.5,51,3,credit card,28,clear,moderate,1327
Bhaktapur,Butwal,8.4,22,3,credit card,28,cloudy,light,1491
Kathmandu,Patan,3.0,28,2,credit card,24,cloudy,light,858
Biratnagar,Kathmandu,4.7,16,4,credit card,30,clear,heavy,1501
Pokhara,Bhaktapur,1.2,54,2,cash,29,clear,light,805
Kathmandu,Biratnagar,1.5,28,4,credit card,16,cloudy,light,761
Chitwan,Dharan,2.4,11,4,credit card,19,rainy,light,694
Biratnagar,Patan,2.4,16,4,cash,28,rainy,heavy,964
Chitwan,Kathmandu,4.5,45,1,credit card,20,clear,light,1097
Patan,Chitwan,0.6,51,4,credit card,26,rainy,moderate,1021
Patan,Chitwan,9.6,37,4,credit card,16,rainy,heavy,2985
Dharan,Biratnagar,3.8,60,3,credit card,27,cloudy,heavy,2008
Dharan,Bhaktapur,9.2,23,4,cash,30,rainy,moderate,1456
Pokhara,Biratnagar,5.3,11,4,cash,16,cloudy,heavy,1246
Lalitpur,Dharan,2.8,8,4,cash,28,clear,light,580
Pokhara,Biratnagar,8.3,12,1,cash,19,cloudy,heavy,1546
Lalitpur,Bhaktapur,8.3,51,2,credit card,18,clear,heavy,2567
Butwal,Lalitpur,4.2,54,1,credit card,17,rainy,moderate,1357
Bhaktapur,Dharan,6.3,51,3,credit card,19,rainy,heavy,2512
Bhaktapur,Dharan,5.3,46,2,credit card,20,cloudy,moderate,1334
Patan,Chitwan,9.1,20,1,cash,22,clear,heavy,1756
Bhaktapur,Biratnagar,1.4,58,3,credit card,22,rainy,moderate,1141
Chitwan,Biratnagar,2.8,30,2,cash,21,clear,moderate,671
Biratnagar,Pokhara,5.1,23,3,credit card,29,clear,moderate,1077
Birgunj,Biratnagar,7.2,43,1,cash,22,clear,light,1232
Birgunj,Butwal,5.3,12,4,credit card,20,clear,moderate,1068
Patan,Butwal,0.5,55,1,cash,26,rainy,moderate,666
Lalitpur,Pokhara,2.5,15,2,credit card,19,rainy,moderate,645
Kathmandu,Pokhara,6.2,12,2,cash,20,cloudy,moderate,790
Kathmandu,Butwal,6.5,37,3,credit card,15,clear,heavy,2090
Kathmandu,Patan,3.7,43,2,cash,22,cloudy,moderate,949
Pokhara,Chitwan,3.7,14,1,cash,19,cloudy,heavy,863
Pokhara,Kathmandu,3.6,56,3,cash,28,rainy,heavy,1721
Bhaktapur,Kathmandu,9.2,28,1,credit card,26,clear,moderate,1533
Dharan,Bhaktapur,4.7,18,1,cash,18,clear,moderate,728
Dharan,Butwal,1.5,24,4,credit card,17,cloudy,heavy,1020
Bhaktapur,Lalitpur,5.7,54,3,credit card,24,clear,moderate,1562
Birgunj,Chitwan,5.0,28,2,credit card,17,rainy,moderate,1122
Lalitpur,Kathmandu,9.3,39,2,cash,16,cloudy,heavy,2085
Bhaktapur,Pokhara,6.1,54,3,cash,23,cloudy,moderate,1306
Patan,Pokhara,0.9,34,3,credit card,16,cloudy,heavy,1087
Pokhara,Kathmandu,4.3,58,1,cash,15,cloudy,light,1018
Lalitpur,Butwal,1.2,54,4,credit card,28,cloudy,moderate,1012
Dharan,Pokhara,8.7,16,2,cash,15,rainy,heavy,1816
Chitwan,Dharan,2.0,8,3,cash,27,rainy,light,453
Dharan,Biratnagar,2.6,5,2,credit card,15,rainy,moderate,555
Patan,Kathmandu,7.9,38,3,cash,15,cloudy,heavy,1973
Lalitpur,Butwal,9.8,18,4,cash,18,rainy,light,1468
Pokhara,Bhaktapur,3.6,22,4,cash,18,rainy,light,863
Pokhara,Birgunj,8.8,41,1,cash,15,rainy,moderate,1478
Pokhara,Chitwan,9.4,28,2,credit card,22,clear,heavy,2333
Pokhara,Butwal,3.2,15,1,credit card,15,rainy,heavy,1021
Pokhara,Kathmandu,8.9,28,2,credit card,23,rainy,heavy,2561
Biratnagar,Butwal,3.1,16,2,credit card,28,clear,heavy,1019
Pokhara,Lalitpur,7.0,16,2,credit card,16,clear,moderate,1131
Chitwan,Biratnagar,8.3,6,2,cash,28,rainy,moderate,1076
Pokhara,Lalitpur,6.5,29,4,credit card,29,rainy,heavy,2249
Kathmandu,Birgunj,0.7,14,2,cash,24,cloudy,heavy,417
Lalitpur,Chitwan,8.2,41,3,credit card,24,clear,light,1621
Kathmandu,Chitwan,3.0,20,4,cash,26,cloudy,heavy,1086
Lalitpur,Kathmandu,7.4,7,4,cash,24,clear,heavy,1474
Dharan,Bhaktapur,7.1,34,1,credit card,15,clear,light,1298
Bhaktapur,Biratnagar,8.3,18,2,credit card,21,clear,light,1299
Kathmandu,Bhaktapur,3.5,25,4,credit card,24,clear,heavy,1458
Chitwan,Lalitpur,9.3,40,4,credit card,20,rainy,moderate,2015
Patan,Biratnagar,6.4,46,2,cash,18,rainy,light,1348
Dharan,Butwal,8.1,34,3,cash,30,rainy,heavy,2150
Dharan,Pokhara,9.4,8,3,cash,22,rainy,light,1331
Bhaktapur,Chitwan,5.8,22,2,credit card,20,clear,light,1078
Butwal,Lalitpur,7.5,57,1,credit card,23,rainy,light,1845
Birgunj,Pokhara,3.1,43,1,credit card,24,rainy,moderate,1010
Lalitpur,Dharan,2.5,58,2,cash,21,clear,heavy,1399
Dharan,Kathmandu,5.8,51,2,credit card,27,clear,light,1431
Kathmandu,Pokhara,4.5,45,4,credit card,30,cloudy,heavy,1996
Lalitpur,Bhaktapur,7.3,58,3,cash,17,clear,light,1410
Kathmandu,Butwal,2.2,29,4,credit card,18,clear,moderate,811
Kathmandu,Chitwan,7.4,53,4,cash,17,cloudy,moderate,1463
Birgunj,Pokhara,2.3,42,2,cash,23,rainy,heavy,1283
Chitwan,Patan,2.8,34,2,credit card,22,clear,light,878
Chitwan,Dharan,4.8,31,4,cash,29,clear,heavy,1500
Butwal,Dharan,2.2,10,4,credit card,30,clear,moderate,643
Kathmandu,Bhaktapur,4.7,22,3,credit card,26,clear,heavy,1548
Pokhara,Lalitpur,8.7,23,4,cash,24,rainy,moderate,1474
Kathmandu,Butwal,2.2,23,4,credit card,21,cloudy,moderate,811
Pokhara,Biratnagar,3.0,59,1,cash,22,cloudy,heavy,1411
Butwal,Birgunj,6.2,24,2,credit card,16,cloudy,moderate,1186
Lalitpur,Birgunj,3.3,56,4,cash,21,clear,light,1132
Lalitpur,Chitwan,7.4,55,4,cash,22,cloudy,heavy,2272
Dharan,Kathmandu,6.9,6,2,credit card,29,clear,moderate,1068
Bhaktapur,Butwal,8.6,47,1,cash,21,clear,heavy,2109
Bhaktapur,Birgunj,7.3,45,1,cash,28,cloudy,moderate,1251
Bhaktapur,Patan,4.5,12,3,credit card,20,clear,light,831
Dharan,Bhaktapur,6.7,60,3,credit card,18,rainy,moderate,1887
Chitwan,Biratnagar,6.9,23,3,cash,18,clear,moderate,1080
Chitwan,Pokhara,6.3,30,3,credit card,22,rainy,heavy,2091
Bhaktapur,Patan,8.7,44,3,cash,16,rainy,moderate,1629
Chitwan,Bhaktapur,5.7,21,1,credit card,18,clear,light,978
Kathmandu,Bhaktapur,1.6,52,2,cash,30,clear,heavy,1181
Butwal,Chitwan,5.4,5,1,cash,30,cloudy,light,687
Kathmandu,Bhaktapur,6.0,13,1,credit card,28,rainy,light,1023
Kathmandu,Lalitpur,1.9,60,1,credit card,24,rainy,light,1070
Biratnagar,Patan,1.6,12,2,cash,26,rainy,light,393
Dharan,Bhaktapur,3.4,13,3,cash,27,cloudy,heavy,906
Kathmandu,Lalitpur,2.6,18,3,cash,16,rainy,heavy,1015
Kathmandu,Patan,1.2,37,1,cash,15,cloudy,light,511
Dharan,Chitwan,6.9,21,1,cash,27,rainy,light,1073
Biratnagar,Bhaktapur,5.8,58,2,cash,16,clear,moderate,1280
Dharan,Bhaktapur,4.0,12,4,credit card,15,clear,heavy,1250
Pokhara,Biratnagar,3.7,55,2,credit card,23,rainy,light,1334
Butwal,Birgunj,4.7,56,2,cash,25,clear,moderate,1152
Birgunj,Bhaktapur,1.9,24,3,cash,19,cloudy,light,620
Lalitpur,Bhaktapur,5.3,15,4,cash,27,rainy,light,925
Butwal,Lalitpur,8.7,35,3,credit card,25,cloudy,heavy,2486
Chitwan,Kathmandu,8.8,54,4,credit card,30,cloudy,heavy,2885
Butwal,Bhaktapur,0.9,8,3,credit card,29,cloudy,heavy,528
Kathmandu,Patan,8.8,29,4,cash,19,rainy,light,1489
Patan,Pokhara,4.4,41,2,credit card,16,rainy,heavy,1926
Patan,Biratnagar,8.7,20,4,credit card,20,rainy,heavy,2480
Biratnagar,Pokhara,9.8,40,2,credit card,23,clear,moderate,1747
Butwal,Patan,2.7,51,4,cash,15,cloudy,moderate,952
Patan,Bhaktapur,3.0,55,2,credit card,19,rainy,light,1247
Dharan,Chitwan,9.6,12,1,credit card,29,cloudy,heavy,2006
Patan,Butwal,9.2,25,4,credit card,21,clear,light,1637
Bhaktapur,Butwal,4.0,7,4,credit card,27,rainy,light,843
Chitwan,Lalitpur,9.5,5,3,cash,24,rainy,moderate,1301
Patan,Pokhara,4.5,21,3,cash,18,cloudy,heavy,1247
Lalitpur,Chitwan,1.4,47,1,cash,28,rainy,light,741
Bhaktapur,Chitwan,7.6,49,1,cash,26,cloudy,heavy,1979
Birgunj,Bhaktapur,4.2,56,3,credit card,19,clear,moderate,1385
Bhaktapur,Biratnagar,8.0,34,1,credit card,23,clear,light,1386
Patan,Lalitpur,8.7,22,1,cash,22,cloudy,moderate,1161
Chitwan,Kathmandu,2.1,13,2,credit card,22,cloudy,moderate,513
Pokhara,Biratnagar,2.3,14,4,cash,20,cloudy,moderate,611
Lalitpur,Patan,2.4,47,4,cash,19,clear,light,897
Patan,Kathmandu,5.3,52,1,cash,29,clear,moderate,1097
Chitwan,Pokhara,2.4,47,2,credit card,25,clear,heavy,1504
Patan,Birgunj,3.2,23,2,credit card,27,cloudy,light,800
Chitwan,Patan,8.5,47,4,cash,30,clear,heavy,2328
Patan,Biratnagar,5.6,10,3,credit card,26,rainy,heavy,1566
Chitwan,Biratnagar,5.1,40,2,credit card,27,rainy,moderate,1382
Biratnagar,Kathmandu,1.8,54,3,cash,21,clear,moderate,826
Butwal,Kathmandu,7.8,11,4,cash,28,rainy,heavy,1845
Patan,Pokhara,2.5,9,4,cash,30,rainy,moderate,623
Biratnagar,Bhaktapur,7.8,30,1,cash,28,cloudy,light,1174
Birgunj,Lalitpur,8.3,55,1,credit card,29,clear,heavy,2621
Lalitpur,Bhaktapur,6.3,45,1,credit card,29,rainy,heavy,2250
Pokhara,Butwal,4.6,59,1,cash,26,clear,light,1138
Biratnagar,Lalitpur,4.4,21,1,credit card,16,rainy,moderate,898
Chitwan,Bhaktapur,1.8,53,2,credit card,20,rainy,light,1101
Patan,Butwal,1.9,56,1,cash,24,cloudy,light,844
Birgunj,Kathmandu,7.9,50,3,cash,24,cloudy,heavy,2119
Chitwan,Pokhara,6.4,7,2,cash,16,rainy,moderate,855
Lalitpur,Patan,8.4,53,2,cash,24,rainy,moderate,1577
Kathmandu,Chitwan,8.6,20,3,credit card,27,cloudy,moderate,1473
Butwal,Pokhara,6.5,42,1,cash,16,clear,light,1078
Butwal,Bhaktapur,7.7,9,4,cash,27,clear,moderate,1091
Chitwan,Butwal,4.6,50,3,credit card,25,clear,light,1332
Patan,Chitwan,8.0,36,3,credit card,28,cloudy,moderate,1531
Biratnagar,Bhaktapur,3.8,11,3,cash,24,rainy,heavy,1039
Lalitpur,Biratnagar,1.6,33,3,cash,15,cloudy,light,613
Chitwan,Patan,7.9,38,4,cash,21,cloudy,light,1364
Biratnagar,Chitwan,7.8,51,4,cash,23,cloudy,light,1464
Birgunj,Pokhara,6.6,13,2,cash,21,rainy,light,978
Bhaktapur,Chitwan,9.9,18,1,cash,24,rainy,light,1385
Chitwan,Biratnagar,4.2,36,2,credit card,16,cloudy,heavy,1613
Lalitpur,Birgunj,1.0,34,4,cash,19,clear,heavy,947
Butwal,Dharan,5.4,59,2,cash,23,clear,heavy,1829
Birgunj,Pokhara,9.8,13,3,credit card,15,clear,moderate,1480
Biratnagar,Kathmandu,4.0,7,4,cash,17,clear,light,641
Butwal,Biratnagar,7.5,57,4,credit card,30,clear,heavy,2696
Biratnagar,Kathmandu,2.5,44,4,credit card,26,clear,heavy,1617
Kathmandu,Butwal,2.7,15,3,credit card,19,clear,heavy,993
Kathmandu,Chitwan,3.6,46,3,cash,18,rainy,moderate,1071
Chitwan,Patan,4.2,38,3,credit card,17,clear,heavy,1722
Dharan,Lalitpur,4.9,14,4,credit card,16,rainy,moderate,1085
Birgunj,Lalitpur,9.0,45,1,cash,30,clear,light,1375
Birgunj,Pokhara,5.9,9,3,credit card,26,rainy,moderate,1096
Pokhara,Lalitpur,7.9,21,4,credit card,25,cloudy,heavy,2140
Dharan,Lalitpur,7.3,8,2,credit card,19,cloudy,moderate,1116
Butwal,Pokhara,8.6,56,1,credit card,15,cloudy,light,1747
Pokhara,Biratnagar,8.9,33,1,credit card,26,clear,light,1528
Birgunj,Chitwan,3.4,49,1,credit card,20,clear,heavy,1586
Birgunj,Lalitpur,4.6,25,3,credit card,22,clear,moderate,1029
Kathmandu,Lalitpur,9.3,29,1,cash,27,clear,heavy,1897
Butwal,Pokhara,2.8,37,4,cash,20,rainy,moderate,932
Butwal,Chitwan,5.2,22,1,cash,24,cloudy,light,744
Dharan,Lalitpur,1.5,12,2,credit card,19,rainy,moderate,467
Lalitpur,Kathmandu,3.6,24,1,cash,16,clear,light,636
Patan,Pokhara,4.1,40,4,cash,30,cloudy,heavy,1548
Biratnagar,Butwal,4.0,24,1,cash,28,clear,heavy,1063
Pokhara,Lalitpur,4.7,27,3,credit card,30,cloudy,moderate,1103
Biratnagar,Lalitpur,0.9,9,1,cash,23,clear,light,190
Pokhara,Dharan,1.8,35,2,credit card,17,rainy,moderate,870
Dharan,Chitwan,1.6,32,4,credit card,25,clear,light,772
Patan,Pokhara,9.1,42,3,credit card,29,clear,light,1798
Patan,Biratnagar,9.8,35,1,cash,21,rainy,light,1479
Dharan,Chitwan,1.6,22,4,credit card,20,clear,light,710
Birgunj,Chitwan,1.1,15,3,credit card,27,cloudy,moderate,469
Patan,Chitwan,2.0,37,4,cash,20,clear,light,813
Bhaktapur,Patan,8.7,28,4,credit card,23,rainy,moderate,1732
Chitwan,Bhaktapur,7.4,14,3,cash,18,cloudy,light,1046
Bhaktapur,Kathmandu,4.5,18,1,cash,26,clear,light,707
Butwal,Birgunj,9.4,53,1,cash,23,clear,moderate,1548
Patan,Dharan,4.0,41,2,credit card,21,rainy,heavy,1781
Birgunj,Lalitpur,2.2,44,1,cash,17,cloudy,heavy,1075
Bhaktapur,Birgunj,4.0,57,4,cash,24,rainy,moderate,1278
Dharan,Bhaktapur,2.8,18,2,credit card,15,rainy,moderate,787
Bhaktapur,Butwal,8.5,35,1,credit card,15,rainy,moderate,1653
Dharan,Pokhara,5.6,11,1,cash,22,cloudy,moderate,677
Pokhara,Bhaktapur,5.9,42,4,credit card,25,rainy,heavy,2436
Kathmandu,Birgunj,3.4,36,2,credit card,15,clear,moderate,964
Lalitpur,Butwal,2.4,24,4,cash,21,clear,moderate,727
Butwal,Lalitpur,6.8,24,3,cash,21,rainy,heavy,1768
Lalitpur,Bhaktapur,1.8,9,2,cash,18,clear,heavy,543
Patan,Pokhara,6.7,17,3,credit card,15,cloudy,moderate,1154
Butwal,Patan,8.4,21,1,credit card,26,clear,moderate,1340
Pokhara,Patan,3.0,21,1,cash,22,cloudy,moderate,590
Butwal,Biratnagar,6.9,30,3,credit card,28,rainy,heavy,2235
Bhaktapur,Biratnagar,9.7,54,3,cash,19,clear,light,1636
Biratnagar,Birgunj,8.2,23,3,credit card,16,clear,moderate,1398
Dharan,Pokhara,6.9,51,3,credit card,19,rainy,light,1786
Kathmandu,Birgunj,5.6,42,4,cash,26,rainy,light,1316
Dharan,Kathmandu,0.8,5,1,credit card,24,clear,light,260
Butwal,Dharan,6.4,11,2,cash,15,clear,moderate,876
Pokhara,Bhaktapur,3.3,22,3,cash,16,clear,light,722
Butwal,Patan,2.5,59,1,cash,17,rainy,moderate,963
Kathmandu,Dharan,2.8,43,4,credit card,23,cloudy,moderate,1089
Biratnagar,Birgunj,8.2,12,4,credit card,25,cloudy,moderate,1402
Patan,Birgunj,5.5,34,4,credit card,18,clear,heavy,2012
Pokhara,Butwal,8.3,60,3,credit card,23,rainy,moderate,2084
Pokhara,Butwal,7.4,19,2,credit card,20,cloudy,light,1207
Butwal,Kathmandu,9.4,51,3,credit card,23,clear,heavy,2850
Butwal,Chitwan,9.1,50,1,credit card,16,cloudy,moderate,1771
Chitwan,Pokhara,1.0,35,4,cash,17,clear,light,665
Kathmandu,Lalitpur,5.0,41,4,credit card,20,cloudy,moderate,1341
Pokhara,Dharan,2.2,46,3,credit card,27,rainy,heavy,1688
Pokhara,Bhaktapur,6.9,41,3,credit card,20,clear,light,1526
Chitwan,Patan,2.8,29,2,credit card,29,clear,moderate,813
Pokhara,Lalitpur,5.2,42,4,credit card,23,rainy,moderate,1494
Birgunj,Bhaktapur,4.4,10,2,credit card,25,clear,heavy,1149
Dharan,Bhaktapur,4.0,5,1,credit card,26,clear,heavy,853
Patan,Bhaktapur,3.7,52,1,credit card,25,clear,light,1151
Lalitpur,Birgunj,5.2,25,2,credit card,18,cloudy,heavy,1589
Bhaktapur,Birgunj,3.5,21,4,credit card,28,clear,light,937
Kathmandu,Bhaktapur,9.8,52,2,cash,19,clear,heavy,2370
Biratnagar,Chitwan,2.0,9,1,cash,21,clear,heavy,504
Bhaktapur,Kathmandu,5.6,57,2,cash,22,rainy,moderate,1401
Bhaktapur,Butwal,1.6,52,3,cash,29,cloudy,moderate,828
Chitwan,Biratnagar,5.6,54,2,cash,28,clear,light,1249
Birgunj,Bhaktapur,1.0,15,4,cash,23,cloudy,heavy,676
Birgunj,Bhaktapur,6.3,41,1,credit card,15,clear,heavy,1956
Kathmandu,Pokhara,6.9,54,3,credit card,21,clear,heavy,2462
Kathmandu,Patan,8.1,7,1,cash,21,clear,light,889
Kathmandu,Dharan,3.2,7,3,cash,18,clear,moderate,588
Butwal,Biratnagar,1.1,52,2,cash,20,cloudy,moderate,733
Biratnagar,Birgunj,6.3,50,3,credit card,21,rainy,moderate,1731
Patan,Biratnagar,5.9,29,4,cash,18,cloudy,light,1125
Bhaktapur,Biratnagar,0.9,49,4,credit card,18,rainy,heavy,1526
Biratnagar,Pokhara,4.8,59,3,credit card,17,clear,heavy,2174
Lalitpur,Chitwan,8.2,60,2,credit card,28,clear,light,1802
Patan,Biratnagar,4.8,56,2,credit card,17,cloudy,moderate,1377
Birgunj,Pokhara,1.6,5,2,credit card,22,cloudy,light,390
Dharan,Bhaktapur,7.2,42,2,credit card,16,clear,heavy,2247
Birgunj,Dharan,2.4,56,1,cash,21,rainy,light,955
Birgunj,Butwal,4.2,16,2,cash,25,clear,moderate,694
Patan,Dharan,10.0,9,1,cash,23,clear,moderate,1131
Lalitpur,Pokhara,9.2,33,4,cash,20,clear,light,1475
Birgunj,Kathmandu,1.4,22,3,credit card,29,clear,light,634
Biratnagar,Chitwan,3.4,20,2,cash,30,clear,light,689
Lalitpur,Kathmandu,5.2,46,3,credit card,16,rainy,heavy,2191
Chitwan,Kathmandu,6.6,19,2,cash,27,cloudy,light,949
Patan,Biratnagar,1.0,50,1,credit card,17,cloudy,moderate,829
Biratnagar,Kathmandu,8.0,53,4,credit card,15,cloudy,light,1842
Dharan,Biratnagar,6.8,35,4,cash,17,rainy,heavy,2066
Patan,Bhaktapur,8.6,58,2,credit card,30,cloudy,moderate,1876
Butwal,Lalitpur,5.9,46,1,credit card,15,cloudy,heavy,2029
Lalitpur,Pokhara,6.2,8,2,cash,28,rainy,moderate,914
Pokhara,Chitwan,3.1,59,3,cash,21,rainy,heavy,1742
Bhaktapur,Kathmandu,2.7,43,3,credit card,16,cloudy,moderate,1051
Lalitpur,Biratnagar,0.7,16,3,cash,28,rainy,heavy,659
Biratnagar,Patan,8.0,45,2,credit card,21,cloudy,moderate,1636
Lalitpur,Butwal,2.4,7,2,cash,26,rainy,light,476
Chitwan,Butwal,9.7,52,1,cash,23,clear,moderate,1531
Patan,Pokhara,4.7,44,2,credit card,18,cloudy,moderate,1233
Birgunj,Lalitpur,5.9,34,2,cash,22,clear,heavy,1594
Lalitpur,Pokhara,1.7,41,3,cash,17,cloudy,moderate,721
Birgunj,Biratnagar,9.4,32,4,credit card,26,rainy,light,1890
Lalitpur,Birgunj,8.4,13,2,credit card,28,clear,light,1294
Chitwan,Pokhara,4.8,43,3,cash,26,cloudy,moderate,1099
Kathmandu,Bhaktapur,5.9,19,1,cash,16,clear,heavy,1260
Chitwan,Pokhara,6.8,37,1,cash,17,clear,light,1061
Birgunj,Bhaktapur,7.5,5,3,credit card,25,clear,heavy,1699
Biratnagar,Bhaktapur,3.3,32,1,credit card,18,clear,light,795
Bhaktapur,Chitwan,8.5,53,2,credit card,17,clear,light,1826
Lalitpur,Bhaktapur,4.0,13,4,cash,23,cloudy,moderate,701
Biratnagar,Butwal,6.9,12,3,cash,30,clear,moderate,996
Patan,Pokhara,5.0,16,4,credit card,19,clear,heavy,1524
Lalitpur,Butwal,7.2,17,3,cash,21,clear,light,1018
Patan,Chitwan,7.3,37,4,cash,16,clear,heavy,1921
Bhaktapur,Butwal,6.2,52,1,cash,16,rainy,light,1340
Bhaktapur,Birgunj,6.1,37,1,credit card,24,cloudy,heavy,1824
Pokhara,Chitwan,5.8,48,3,credit card,27,rainy,heavy,2407
Kathmandu,Dharan,4.6,40,2,cash,16,rainy,moderate,1059
Dharan,Patan,5.0,45,4,credit card,20,rainy,moderate,1482
Pokhara,Dharan,8.8,21,2,credit card,20,clear,heavy,2160
Bhaktapur,Chitwan,7.4,41,2,credit card,23,rainy,light,1649
Lalitpur,Patan,4.6,59,4,credit card,24,rainy,heavy,2452
Biratnagar,Lalitpur,9.3,28,2,cash,21,clear,heavy,1934
Chitwan,Lalitpur,8.5,57,4,cash,21,cloudy,heavy,2468
Lalitpur,Biratnagar,8.2,48,2,cash,15,cloudy,moderate,1450
Bhaktapur,Kathmandu,1.6,41,4,credit card,18,cloudy,moderate,942
Lalitpur,Birgunj,1.2,21,4,credit card,19,clear,moderate,628
Birgunj,Lalitpur,3.7,10,3,cash,26,clear,light,630
Patan,Butwal,6.3,6,3,cash,30,cloudy,moderate,828
Lalitpur,Chitwan,6.0,25,2,cash,28,cloudy,heavy,1397
Bhaktapur,Dharan,6.7,29,3,cash,29,rainy,light,1228
Chitwan,Patan,9.2,23,2,cash,18,rainy,moderate,1424
Birgunj,Dharan,1.6,17,2,cash,24,clear,light,435
Chitwan,Kathmandu,7.2,52,1,cash,19,clear,heavy,1963
Kathmandu,Chitwan,8.4,59,2,credit card,20,rainy,heavy,2979
Patan,Biratnagar,7.9,9,3,credit card,25,clear,moderate,1237
Biratnagar,Dharan,4.0,22,4,cash,27,rainy,light,931
Biratnagar,Kathmandu,1.6,11,2,cash,18,rainy,light,456
Lalitpur,Bhaktapur,5.6,5,4,credit card,18,rainy,heavy,1575
Biratnagar,Bhaktapur,7.8,42,1,credit card,15,rainy,heavy,2471
Pokhara,Birgunj,6.2,41,4,cash,17,rainy,heavy,2054
Pokhara,Dharan,7.0,10,4,cash,16,rainy,light,1111
Pokhara,Lalitpur,3.6,56,4,cash,20,clear,heavy,1680
Dharan,Birgunj,9.1,32,1,credit card,26,clear,heavy,2296
Chitwan,Butwal,2.0,33,3,credit card,20,cloudy,moderate,837
Chitwan,Butwal,5.5,52,4,cash,24,cloudy,light,1263
Lalitpur,Bhaktapur,4.5,23,4,credit card,21,clear,heavy,1619
Birgunj,Butwal,1.9,52,4,credit card,19,clear,heavy,1655
Chitwan,Kathmandu,8.2,37,3,credit card,17,clear,heavy,2417
Pokhara,Dharan,4.9,59,1,credit card,29,cloudy,heavy,2055
Birgunj,Bhaktapur,9.9,15,1,credit card,20,cloudy,moderate,1424
Biratnagar,Birgunj,1.1,48,4,cash,23,rainy,heavy,1304
Biratnagar,Kathmandu,0.6,33,3,credit card,16,clear,light,634
Birgunj,Butwal,7.8,41,4,cash,30,cloudy,heavy,2123
Birgunj,Dharan,1.5,17,4,cash,25,clear,moderate,545
Kathmandu,Dharan,2.3,58,1,cash,26,clear,moderate,836
Bhaktapur,Lalitpur,6.0,24,1,credit card,30,cloudy,light,1081
Bhaktapur,Biratnagar,3.7,22,2,credit card,27,rainy,heavy,1385
Dharan,Patan,8.1,22,4,credit card,27,clear,light,1480
Biratnagar,Pokhara,1.8,42,2,cash,16,cloudy,moderate,675
Chitwan,Pokhara,2.8,22,4,credit card,19,cloudy,heavy,1289
Biratnagar,Patan,6.9,34,1,credit card,15,rainy,heavy,2098
Patan,Kathmandu,9.7,39,2,credit card,21,clear,heavy,2611
Pokhara,Lalitpur,2.9,10,1,cash,27,cloudy,moderate,454
Lalitpur,Patan,8.2,9,2,cash,22,cloudy,heavy,1495
Patan,Lalitpur,2.6,51,3,credit card,26,rainy,heavy,1861
Bhaktapur,Birgunj,5.8,27,3,credit card,21,clear,heavy,1811
Chitwan,Biratnagar,9.4,15,1,cash,24,cloudy,moderate,1131
Pokhara,Bhaktapur,8.0,11,4,cash,18,rainy,heavy,1869
Biratnagar,Birgunj,4.9,58,1,credit card,20,clear,moderate,1363
Birgunj,Lalitpur,4.4,19,3,credit card,23,clear,light,914
Kathmandu,Bhaktapur,7.5,39,1,credit card,15,clear,light,1386
Patan,Birgunj,3.8,52,3,credit card,21,clear,heavy,1907
Lalitpur,Chitwan,8.3,5,3,cash,19,clear,heavy,1537
Lalitpur,Patan,0.5,35,2,credit card,24,cloudy,heavy,927
